"","age","workclass","fnlwgt","education","educationnum","marital","occupation","relationship","race","sex","capgain","caploss","hoursperweek","nativecountry","incomebin"
"1142",20,"Private",230891,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States",0
"1144",40,"Private",214010,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Male",0,0,37,"United-States",0
"1145",56,"Self-emp-not-inc",200235,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",0
"1149",61,"Self-emp-inc",84409,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,35,"United-States",1
"1165",50,"Private",133963,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,40,"United-States",1
"1166",33,"Private",178506,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States",0
"1171",51,"Private",241346,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,43,"United-States",0
"1179",47,"Private",45857,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",0
"1181",50,"?",146015,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States",1
"1183",36,"Private",416745,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",0
"1184",32,"Private",202952,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",0
"1190",27,"Local-gov",247507,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,35,"United-States",0
"1191",51,"Private",239155,"Assoc-voc",11,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"United-States",0
"1210",36,"Private",135289,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States",0
"1225",38,"Private",22245,"Masters",14,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,72,"?",1
"1229",50,"Private",358740,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"England",0
"1235",31,"Private",106347,"11th",7,"Separated","Other-service","Not-in-family","Black","Female",0,0,42,"United-States",0
"1239",31,"Private",185732,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States",0
"1241",35,"Private",33975,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States",1
"1251",51,"Self-emp-inc",229465,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",1
"1252",48,"Self-emp-not-inc",397466,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",0
"1254",52,"Federal-gov",202452,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,43,"United-States",0
"1255",28,"Self-emp-not-inc",218555,"Some-college",10,"Never-married","Transport-moving","Not-in-family","White","Male",0,1762,40,"United-States",0
"1259",43,"Federal-gov",369468,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",1
"1262",53,"Private",89534,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,48,"United-States",1
"1264",73,"Private",29778,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Female",0,0,37,"United-States",0
"1275",20,"Private",232577,"Some-college",10,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"United-States",0
"1276",51,"Local-gov",152754,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",1
"1281",52,"Private",186785,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,1876,50,"United-States",0
"1282",42,"Federal-gov",158926,"Assoc-acdm",12,"Divorced","Prof-specialty","Unmarried","Asian-Pac-Islander","Female",0,0,40,"Philippines",1
"1288",57,"Private",182062,"10th",6,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",0
"1295",36,"Private",113397,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",0
"1301",29,"Federal-gov",301010,"Some-college",10,"Never-married","Armed-Forces","Not-in-family","Black","Male",0,0,60,"United-States",0
"1307",29,"Private",256956,"Assoc-voc",11,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States",0
"1313",20,"?",244689,"Some-college",10,"Never-married","?","Not-in-family","White","Female",0,0,25,"United-States",0
"1336",33,"Private",40681,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",3674,0,16,"United-States",0
"1343",47,"Private",46857,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",0
"1354",39,"Private",191161,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"1358",31,"Private",42900,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,37,"United-States",0
"1367",49,"Private",171301,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","Black","Female",0,0,40,"United-States",0
"1370",20,"Private",444554,"10th",6,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States",0
"1378",54,"Private",449257,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",0
"1393",59,"Private",226922,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,1762,30,"United-States",0
"1398",54,"Self-emp-not-inc",114758,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",0
"1399",51,"Private",246519,"10th",6,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",2105,0,45,"United-States",0
"1406",24,"Private",241523,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,45,"United-States",1
"1413",39,"Private",24342,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",1
"1419",31,"Private",127610,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",1
"1420",47,"Private",115070,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",0
"1422",40,"Private",256202,"Assoc-voc",11,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States",0
"1423",40,"Private",202872,"Assoc-acdm",12,"Never-married","Adm-clerical","Own-child","White","Female",0,0,45,"United-States",0
"1424",41,"Private",184102,"11th",7,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"United-States",0
"1426",46,"Private",134727,"11th",7,"Divorced","Machine-op-inspct","Unmarried","Amer-Indian-Eskimo","Male",0,0,43,"Germany",0
"1435",35,"State-gov",211115,"Some-college",10,"Never-married","Protective-serv","Not-in-family","Black","Male",0,0,40,"United-States",0
"1446",50,"Private",30447,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States",0
"1449",51,"Private",185283,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",1
"1453",17,"?",333100,"10th",6,"Never-married","?","Own-child","White","Male",1055,0,30,"United-States",0
"1460",41,"Self-emp-inc",94113,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",1
"1462",46,"Private",161508,"10th",6,"Never-married","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States",0
"1463",30,"Private",177675,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",1
"1469",24,"Private",42706,"Assoc-voc",11,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,60,"United-States",0
"1477",38,"Private",83727,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,48,"United-States",0
"1479",17,"Private",197850,"11th",7,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,24,"United-States",0
"1493",45,"Private",103538,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",1
"1494",53,"State-gov",156877,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",15024,0,35,"United-States",1
"1495",27,"Private",23940,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","Amer-Indian-Eskimo","Male",0,0,40,"United-States",0
"1502",49,"Private",50282,"Some-college",10,"Divorced","Machine-op-inspct","Not-in-family","White","Male",3325,0,45,"United-States",0
"1509",20,"Private",431745,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,14,"United-States",0
"1515",59,"Self-emp-inc",125000,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"England",1
"1520",17,"Local-gov",32124,"9th",5,"Never-married","Other-service","Own-child","Black","Male",0,0,9,"United-States",0
"1521",47,"Local-gov",246891,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",0
"1529",52,"Private",118025,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",99999,0,50,"United-States",1
"1544",59,"Local-gov",165695,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"1548",38,"Private",180342,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",0
"1561",18,"Private",208447,"12th",8,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,6,"United-States",0
"1562",45,"Private",149640,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"1563",75,"?",111177,"Bachelors",13,"Widowed","?","Not-in-family","White","Female",25124,0,16,"United-States",1
"1565",42,"Federal-gov",141459,"HS-grad",9,"Separated","Other-service","Other-relative","Black","Female",0,0,40,"United-States",0
"1569",43,"Local-gov",160574,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"1570",20,"?",174714,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,16,"United-States",0
"1583",29,"Private",200511,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",0
"1585",48,"Self-emp-not-inc",65535,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States",0
"1592",26,"Local-gov",46097,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",0
"1595",38,"Self-emp-not-inc",322143,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,10,"United-States",0
"1598",37,"Private",910398,"Bachelors",13,"Never-married","Sales","Not-in-family","Black","Female",0,0,40,"United-States",0
"1600",24,"Private",216129,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States",0
"1604",57,"Private",236944,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States",1
"1609",39,"Private",379350,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"1618",26,"Private",310907,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,35,"United-States",0
"1619",32,"Private",375833,"11th",7,"Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"United-States",0
"1621",48,"Self-emp-not-inc",58683,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,70,"United-States",1
"1622",44,"Self-emp-not-inc",179557,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,45,"United-States",1
"1625",31,"Private",175548,"HS-grad",9,"Never-married","Other-service","Not-in-family","Other","Female",0,0,35,"United-States",0
"1628",52,"Private",147876,"Bachelors",13,"Married-civ-spouse","Sales","Wife","White","Female",15024,0,60,"United-States",1
"1635",37,"Private",405723,"1st-4th",2,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico",0
"1636",57,"Private",175942,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",1
"1642",42,"Private",285066,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",1
"1652",36,"Self-emp-not-inc",136028,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States",0
"1654",34,"Local-gov",202729,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",0
"1672",43,"Private",83756,"Some-college",10,"Never-married","Exec-managerial","Unmarried","White","Male",0,0,50,"United-States",0
"1673",51,"Private",120914,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",2961,0,40,"United-States",0
"1692",17,"Private",103851,"11th",7,"Never-married","Adm-clerical","Own-child","White","Female",1055,0,20,"United-States",0
"1694",53,"State-gov",281590,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",15024,0,40,"United-States",1
"1695",44,"Private",151504,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",0
"1705",22,"?",376277,"Some-college",10,"Divorced","?","Not-in-family","White","Female",0,0,35,"United-States",0
"1710",43,"Private",201723,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States",1
"1711",73,"Private",267408,"HS-grad",9,"Widowed","Sales","Other-relative","White","Female",0,0,15,"United-States",0
"1715",31,"Private",148600,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States",0
"1718",41,"Private",233955,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,45,"China",1
"1725",21,"Private",57711,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,30,"United-States",0
"1728",29,"Private",247445,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",0,0,45,"United-States",0
"1731",24,"Private",180060,"Masters",14,"Never-married","Exec-managerial","Own-child","White","Male",6849,0,90,"United-States",0
"1732",46,"Private",56482,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,40,"United-States",0
"1734",35,"Private",239755,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Male",0,0,38,"United-States",0
"1739",45,"Private",182655,"Bachelors",13,"Divorced","Other-service","Not-in-family","White","Male",0,0,45,"?",1
"1750",45,"Private",99179,"11th",7,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",0
"1751",40,"Private",224910,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States",0
"1753",37,"Private",349689,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",0
"1756",25,"Private",169323,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Own-child","White","Female",0,0,40,"United-States",0
"1759",51,"?",167651,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States",0
"1773",51,"Private",120173,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",3103,0,50,"United-States",1
"1778",59,"Local-gov",147707,"HS-grad",9,"Widowed","Farming-fishing","Unmarried","White","Male",0,2339,40,"United-States",0
"1779",17,"?",228373,"10th",6,"Never-married","?","Own-child","White","Male",0,0,30,"United-States",0
"1781",38,"Private",31033,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",7298,0,40,"United-States",1
"1782",37,"Private",272950,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",0
